RALOCA_ID;RACLAS_ID;DESCRIPCION_CLASE;RASUBC_ID;DESCRIPCION_SUBC;RAGIRO_ID;DESCRIPCION_GIRO;FDESDE;FHASTA
 13267; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2007/01/02 00:00:00.000;2012/01/02 00:00:00.000
 13267; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2007/01/02 00:00:00.000;2012/01/02 00:00:00.000
 33103; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2011/12/06 00:00:00.000;2016/12/06 00:00:00.000
 13334; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 7;Importador;2000/05/31 00:00:00.000;2005/05/31 00:00:00.000
 13334; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2000/05/31 00:00:00.000;2005/05/31 00:00:00.000
 13334; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2000/05/31 00:00:00.000;2005/05/31 00:00:00.000
 13359; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2008/01/03 00:00:00.000;2013/01/03 00:00:00.000
 13474; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2009/01/29 00:00:00.000;2014/01/29 00:00:00.000
 13474; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2009/01/29 00:00:00.000;2014/01/29 00:00:00.000
 13474; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2009/01/29 00:00:00.000;2014/01/29 00:00:00.000
 13681; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2007/07/16 00:00:00.000;2012/07/16 00:00:00.000
 13681; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2007/07/16 00:00:00.000;2012/07/16 00:00:00.000
 10804; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 19;Venta de frutas y hortalizas;2012/03/05 00:00:00.000;2017/03/05 00:00:00.000
 10804; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2012/03/05 00:00:00.000;2017/03/05 00:00:00.000
 13622; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2009/04/28 00:00:00.000;2014/04/28 00:00:00.000
 13622; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2009/04/28 00:00:00.000;2014/04/28 00:00:00.000
 13622; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2009/04/28 00:00:00.000;2014/04/28 00:00:00.000
 28637; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2008/01/21 00:00:00.000;2013/01/21 00:00:00.000
 13753; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13753; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 13780; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2007/06/22 00:00:00.000;2012/06/22 00:00:00.000
 13780; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2007/06/22 00:00:00.000;2012/06/22 00:00:00.000
 13780; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2007/06/22 00:00:00.000;2012/06/22 00:00:00.000
 13780; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2007/06/22 00:00:00.000;2012/06/22 00:00:00.000
 13780; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2007/06/22 00:00:00.000;2012/06/22 00:00:00.000
 13780; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2007/06/22 00:00:00.000;2012/06/22 00:00:00.000
 13781; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 13;Parrillada;2006/12/20 00:00:00.000;2011/12/20 00:00:00.000
 13781; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2006/12/20 00:00:00.000;2011/12/20 00:00:00.000
 13781; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2006/12/20 00:00:00.000;2011/12/20 00:00:00.000
 13753; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2010/02/10 00:00:00.000;2015/02/10 00:00:00.000
 14454; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 12;Sucursal de panadería;2006/01/05 00:00:00.000;2011/01/05 00:00:00.000
 14454; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2006/01/05 00:00:00.000;2011/01/05 00:00:00.000
 14454; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2006/01/05 00:00:00.000;2011/01/05 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 12;Sucursal de panadería;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 15;Venta de productos de rotisería;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 14455; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 14;Venta de productos de confitería;2005/12/12 00:00:00.000;2010/12/12 00:00:00.000
 18102; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 18102; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 18102; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 18102; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 18102; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 18102; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2016/09/16 00:00:00.000;2021/09/16 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 14;Venta de productos de confitería;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 22;Venta de hielo;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 18128; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 15;Venta de productos de rotisería;2003/03/27 00:00:00.000;2008/03/27 00:00:00.000
 14576; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2008/04/09 00:00:00.000;2013/04/09 00:00:00.000
 14576; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2008/04/09 00:00:00.000;2013/04/09 00:00:00.000
 14576; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2008/04/09 00:00:00.000;2013/04/09 00:00:00.000
 14576; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2008/04/09 00:00:00.000;2013/04/09 00:00:00.000
 14628; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2004/03/16 00:00:00.000;2009/03/16 00:00:00.000
 17430; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2006/01/23 00:00:00.000;2011/01/23 00:00:00.000
 17187; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2009/09/28 00:00:00.000;2014/09/28 00:00:00.000
 17187; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2009/09/28 00:00:00.000;2014/09/28 00:00:00.000
 17187; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2009/09/28 00:00:00.000;2014/09/28 00:00:00.000
 17187; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2009/09/28 00:00:00.000;2014/09/28 00:00:00.000
 17187; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2009/09/28 00:00:00.000;2014/09/28 00:00:00.000
 17187; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2009/09/28 00:00:00.000;2014/09/28 00:00:00.000
 17194; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 3;Cámaras frigoríficas;2008/03/24 00:00:00.000;2013/03/24 00:00:00.000
 17200; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2006/01/16 00:00:00.000;2011/01/16 00:00:00.000
 17200; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2006/01/16 00:00:00.000;2011/01/16 00:00:00.000
 17234; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2007/08/17 00:00:00.000;2012/08/17 00:00:00.000
 17260; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 6;Autoservice;2007/08/17 00:00:00.000;2012/08/17 00:00:00.000
 17260; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 19;Venta de frutas y hortalizas;2007/08/17 00:00:00.000;2012/08/17 00:00:00.000
 17260; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2007/08/17 00:00:00.000;2012/08/17 00:00:00.000
 17260; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2007/08/17 00:00:00.000;2012/08/17 00:00:00.000
 17260; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2007/08/17 00:00:00.000;2012/08/17 00:00:00.000
 17261; 30;Platos preparados y alimentos varios; 1;Platos preparados y alimentos varios; 1;Elaboración de comidas preparadas ;;
 17268; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2005/04/12 00:00:00.000;2010/04/12 00:00:00.000
 17268; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2005/04/12 00:00:00.000;2010/04/12 00:00:00.000
 17270; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 6;Cantina con elaboración;2001/12/05 00:00:00.000;2006/12/05 00:00:00.000
 17270; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2001/12/05 00:00:00.000;2006/12/05 00:00:00.000
 17270; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2001/12/05 00:00:00.000;2006/12/05 00:00:00.000
 17270; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2001/12/05 00:00:00.000;2006/12/05 00:00:00.000
 17270; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2001/12/05 00:00:00.000;2006/12/05 00:00:00.000
 17288; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2009/10/20 00:00:00.000;2014/10/20 00:00:00.000
 17288; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2009/10/20 00:00:00.000;2014/10/20 00:00:00.000
 17288; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 13;Parrillada;2009/10/20 00:00:00.000;2014/10/20 00:00:00.000
 17288; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2009/10/20 00:00:00.000;2014/10/20 00:00:00.000
 17288; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2009/10/20 00:00:00.000;2014/10/20 00:00:00.000
 17288; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2009/10/20 00:00:00.000;2014/10/20 00:00:00.000
 17350; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 13;Parrillada;2008/06/23 00:00:00.000;2013/06/23 00:00:00.000
 17350; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2008/06/23 00:00:00.000;2013/06/23 00:00:00.000
 17350; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2008/06/23 00:00:00.000;2013/06/23 00:00:00.000
 17350; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2008/06/23 00:00:00.000;2013/06/23 00:00:00.000
 18436; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 3;Almacén al por mayor;2007/05/29 00:00:00.000;2012/05/29 00:00:00.000
 18199; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2008/07/29 00:00:00.000;2013/07/29 00:00:00.000
 18199; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 4;Pizzería;2008/07/29 00:00:00.000;2013/07/29 00:00:00.000
 17883; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 5;Distribuidor sin depósito;2004/12/09 00:00:00.000;2009/12/09 00:00:00.000
 18463; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 13;Parrillada;;
 18463; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;;
 18463; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;;
 17926; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2009/01/29 00:00:00.000;2014/01/29 00:00:00.000
 17926; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 8;Cafetería;2009/01/29 00:00:00.000;2014/01/29 00:00:00.000
 18518; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 20;Minutas;2016/03/14 00:00:00.000;2021/03/14 00:00:00.000
 18518; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2016/03/14 00:00:00.000;2021/03/14 00:00:00.000
 18518; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2016/03/14 00:00:00.000;2021/03/14 00:00:00.000
 18518; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2016/03/14 00:00:00.000;2021/03/14 00:00:00.000
 18523; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 1;Restaurante;2009/02/10 00:00:00.000;2014/02/10 00:00:00.000
 18523; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 10;Bar;2009/02/10 00:00:00.000;2014/02/10 00:00:00.000
 18531; 8;Almacenamiento de alimentos; 1;Almacenamiento de alimentos; 1;Depósito;2008/04/04 00:00:00.000;2013/04/04 00:00:00.000
 18534; 30;Platos preparados y alimentos varios; 1;Platos preparados y alimentos varios; 4;Elaboración de comidas para fiestas;2009/05/15 00:00:00.000;2014/05/15 00:00:00.000
 18261; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 1;Panaderia;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 24;Venta de bebidas alcoholicas;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 6;Industrialización de alimentos con expendio; 1;Industrialización de alimentos con expendio; 5;Confiteria;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 5;Fiambrería;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 26;Venta de lácteos;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 18261; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2006/06/08 00:00:00.000;2011/06/08 00:00:00.000
 28745; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 18;Venta de golosinas;2008/08/19 00:00:00.000;2013/08/19 00:00:00.000
 28745; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 23;Venta de bebidas analcoholicas;2008/08/19 00:00:00.000;2013/08/19 00:00:00.000
 28745; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 25;Venta de helados envasados;2008/08/19 00:00:00.000;2013/08/19 00:00:00.000
 28745; 10;Comercialización de alimentos; 1;Comercialización de alimentos; 17;Venta de productos envasados;2008/08/19 00:00:00.000;2013/08/19 00:00:00.000
 19195; 11;Preparación y Servicio de Alimentos; 1;Preparación y Servicio de Alimentos; 3;Rotisería;2007/08/15 00:00:00.000;2012/08/15 00:00:00.000
